id,group,value
r0_0,Day 1,0.5946123297290293
r0_1,Day 1,1.2716505962813047
r0_2,Day 1,0.7465010711162086
r0_3,Day 1,1.5216834480358117
r0_4,Day 1,0.36107335086133974
r0_5,Day 1,0.7048813958277362
r0_6,Day 1,0.7772013423961283
r0_7,Day 1,1.5562353768886115
r0_8,Day 1,1.3507863770621427
r0_9,Day 1,1.302610570908493
r0_10,Day 1,0.8510857241641463
r0_11,Day 1,1.0376733864667043
r0_12,Day 1,1.0225720214641099
r0_13,Day 1,1.0199621678843815
r0_14,Day 1,1.2241400875738218
r0_15,Day 1,0.9742018650735956
r0_16,Day 1,0.2697445625731434
r0_17,Day 1,0.5808642619690991
r0_18,Day 1,1.1329146167718487
r0_19,Day 1,0.7724613953900051
r0_20,Day 1,0.41414762437663744
r0_21,Day 1,0.5757524772539763
r0_22,Day 1,0.9755075018690035
r0_23,Day 1,0.4588896744115749
r0_24,Day 1,1.2738562743673856
r0_25,Day 1,0.8793732409213766
r0_26,Day 1,1.2966582051672595
r0_27,Day 1,0.870967760339855
r0_28,Day 1,0.28116606297137814
r0_29,Day 1,0.8809681708126987
r0_30,Day 1,1.125758681540192
r0_31,Day 1,0.973747279806844
r0_32,Day 1,0.6360198957768273
r0_33,Day 1,0.8327743993880694
r0_34,Day 1,0.6430795714583994
r0_35,Day 1,0.9810241223684056
r0_36,Day 1,1.1548645308239696
r0_37,Day 1,1.2698473377921906
r0_38,Day 1,1.3498756453108456
r0_39,Day 1,0.7558126887849015
r0_40,Day 1,0.6587197041631728
r0_41,Day 1,0.957230562857902
r0_42,Day 1,1.8160879335528988
r0_43,Day 1,1.388470783076764
r0_44,Day 1,0.9979606196245042
r0_45,Day 1,0.5042477007247084
r0_46,Day 1,1.4119372500775502
r0_47,Day 1,1.4011492074164862
r0_48,Day 1,1.2737312749241316
r0_49,Day 1,0.5363929449140814
r0_50,Day 1,0.8104110602432291
r0_51,Day 1,1.170342787097069
r0_52,Day 1,1.0688420119277684
r0_53,Day 1,0.5153077212385015
r0_54,Day 1,0.4181303922516677
r0_55,Day 1,1.1233523156424128
r0_56,Day 1,0.3137961628253578
r0_57,Day 1,1.470850521970679
r0_58,Day 1,1.203058794883549
r0_59,Day 1,0.9954898086884477
r0_60,Day 1,1.198841914904675
r0_61,Day 1,1.0702335689980627
r0_62,Day 1,0.3796712013155268
r0_63,Day 1,1.265197339733526
r0_64,Day 1,0.9149303073922161
r0_65,Day 1,-0.16410719855745093
r0_66,Day 1,0.6438897433642631
r0_67,Day 1,0.5689778642780743
r0_68,Day 1,0.6614123714249542
r0_69,Day 1,1.204606352013185
r1_0,Day 2,1.9601553623963137
r1_1,Day 2,1.4913136722285238
r1_2,Day 2,1.0590132738870452
r1_3,Day 2,1.5429677768485592
r1_4,Day 2,1.1678860798523032
r1_5,Day 2,1.6480903015929886
r1_6,Day 2,1.6172086138635249
r1_7,Day 2,2.007863633624082
r1_8,Day 2,2.2775047586412045
r1_9,Day 2,1.4981424354805017
r1_10,Day 2,1.3187224257984027
r1_11,Day 2,1.2387640914820213
r1_12,Day 2,1.3074501674238497
r1_13,Day 2,2.478831096605722
r1_14,Day 2,1.5027625293453817
r1_15,Day 2,1.4288181983421933
r1_16,Day 2,1.2886999560938448
r1_17,Day 2,2.3531994947727233
r1_18,Day 2,1.3834021176281044
r1_19,Day 2,1.2681975866223414
r1_20,Day 2,0.8819427545772766
r1_21,Day 2,1.6629971040634595
r1_22,Day 2,1.8744687732357912
r1_23,Day 2,1.7756411510473253
r1_24,Day 2,1.3172294032342604
r1_25,Day 2,0.9031988755917932
r1_26,Day 2,1.9949999273389554
r1_27,Day 2,1.4416273666989474
r1_28,Day 2,1.293157000696233
r1_29,Day 2,1.6093675153386795
r1_30,Day 2,1.27881474663042
r1_31,Day 2,1.869038972464069
r1_32,Day 2,1.9209290682735896
r1_33,Day 2,0.919969205113423
r1_34,Day 2,0.4755679391351799
r1_35,Day 2,0.49555567788751587
r1_36,Day 2,0.9471144327957456
r1_37,Day 2,1.3574541563660525
r1_38,Day 2,1.6573113161121065
r1_39,Day 2,1.7473586373411945
r1_40,Day 2,1.238814055020749
r1_41,Day 2,1.6642473729348044
r1_42,Day 2,1.5037933509095698
r1_43,Day 2,1.5411022989044383
r1_44,Day 2,1.4623707268104502
r1_45,Day 2,1.4011668734657632
r1_46,Day 2,1.5165627497485041
r1_47,Day 2,1.4511617450379721
r1_48,Day 2,0.9735948504277839
r1_49,Day 2,0.8033217260703409
r1_50,Day 2,1.7809335884687953
r1_51,Day 2,2.225732562153671
